"route_number","stop_name","hour","minutes"
"312","გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრო - [1171]","STOP_NAME","30"
"312","იასამნის ქუჩა - [3742]","STOP_NAME","31"
"312","იური გაგარინის ქუჩა #24 - [3292]","STOP_NAME","32"
"312","ელისაბედ ჩერქეზიშვილის ქუჩა - [1166]","STOP_NAME","33"
"312","ოჩამჩირის ქუჩა - [3293]","STOP_NAME","34"
"312","ზურაბ ჟვანიას მოედანი - [4574]","STOP_NAME","35"
"312","ეროვნული არქივი - [4130]","STOP_NAME","36"
"312","მ/ს "სამედიცინო უნივერსიტეტი" - [1050]","STOP_NAME","37"
"312","ოთარ ჭილაძის ქუჩა - [1051]","STOP_NAME","38"
"312","რესპუბლიკური საავადმყოფო - [1054]","STOP_NAME","39"
"312","სამედიცინო უნივერსიტეტი - [1055]","STOP_NAME","40"
"312","მიხეილ ასათიანის ქუჩა - [997]","STOP_NAME","41"
"312","მ/ს "დელისი" - [2129]","STOP_NAME","42"
"312","მარშალ არჩილ გელოვანის პარკი - [1263]","STOP_NAME","43"
"312","ვაჟა-ფშაველას გამზირი #57 - [3099]","STOP_NAME","44"
"312","მ/ს "ვაჟა-ფშაველა" - [1261]","STOP_NAME","45"
"312","ვარლამ თოფურიას ქუჩა - [1259]","STOP_NAME","46"
"312","მიხეილ შავიშვილის ქუჩა - [1256]","STOP_NAME","47"
"312","ვაჟა-ფშაველას გამზირი #91 - [3100]","STOP_NAME","48"
"312","მ/ს "სახელმწიფო უნივერსიტეტი" - [1254]","STOP_NAME","49"
"312","სპეციალური პენიტენციური სამსახური - [1252]","STOP_NAME","50"
"312","ბაგების საბაგირო - [976]","STOP_NAME","51"
"312","უნივერსიტეტის მაღლივი კორპუსი - [977]","STOP_NAME","52"
"314","დიდი დიღომი IV მ/რ (ავტობაზა #2) - [1188]","STOP_NAME","1"
"314","#192-ე საჯარო სკოლა - [1190]","STOP_NAME","2"
"314","არჩილ მეფის ქუჩა #12 - [3316]","STOP_NAME","3"
"314","არჩილ მეფის ქუჩა #8 - [1191]","STOP_NAME","4"
"314","მარკო პოლოს ქუჩა - [3314]","STOP_NAME","5"
"314","დავით ბატონიშვილის ქუჩა - [1192]","STOP_NAME","6"
"314","იან ჰომერის ქუჩა - [3850]","STOP_NAME","7"
"314","მირიან მეფის ქუჩა #100 - [1193]","STOP_NAME","8"
"314","მირიან მეფის ქუჩა #90 - [1194]","STOP_NAME","9"
"314","თეიმურაზ I-ის ქუჩა - [4333]","STOP_NAME","10"
"314","ტარიელის ქუჩა - [2506]","STOP_NAME","11"
"314","გიორგი ბრწყინვალეს ქუჩა - [1196]","STOP_NAME","12"
"314","პეტრე იბერის ქუჩა #16 - [4200]","STOP_NAME","13"
"314","იოანე პეტრიწის ქუჩა #14 - [1197]","STOP_NAME","14"
"314","იოანე პეტრიწის ქუჩა #8 - [1198]","STOP_NAME","15"
"314","იოანე პეტრიწის ქუჩა #4 - [1199]","STOP_NAME","16"
"314","ფარნავაზ მეფის გამზირი - [2497]","STOP_NAME","17"
"314","გიორგი ბრწყინვალეს ქუჩა - [1200]","STOP_NAME","18"
"314","ანბანის სკვერი - [3697]","STOP_NAME","19"
"314","დავით აღმაშენებლის ხეივანი მე-12 კილომეტრი - [1201]","STOP_NAME","20"
"314","ჭაშნაგირის ქუჩა - [1203]","STOP_NAME","21"
"314","დაცვის პოლიცია - [2785]","STOP_NAME","22"
"314","ლევან ფიცხელიანის ქუჩა - [1202]","STOP_NAME","23"
"314","13 ასურელი მამის ქუჩა - [2064]","STOP_NAME","24"
"314","საქალაქო სასამართლო - [1205]","STOP_NAME","25"
"314","დავით აღმაშენებლის ხეივანი #44 - [3601]","STOP_NAME","26"
"314","ევგენი მიქელაძის ქუჩა - [4198]","STOP_NAME","27"
"314","სოფელ დიღმის გადასახვევი - [1174]","STOP_NAME","28"
"314","პოლიციის დეპარტამენტი - [2166]","STOP_NAME","29"
"314","გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრო - [1171]","STOP_NAME","30"
"314","იასამნის ქუჩა - [3742]","STOP_NAME","31"
"314","იური გაგარინის ქუჩა #24 - [3292]","STOP_NAME","32"
"314","ელისაბედ ჩერქეზიშვილის ქუჩა - [1166]","STOP_NAME","33"
"314","ოჩამჩირის ქუჩა - [3293]","STOP_NAME","34"
"314","ზურაბ ჟვანიას მოედანი - [4574]","STOP_NAME","35"
"314","ეროვნული არქივი - [4130]","STOP_NAME","36"
"314","მ/ს "სამედიცინო უნივერსიტეტი" - [1050]","STOP_NAME","37"
"314","ოთარ ჭილაძის ქუჩა - [1051]","STOP_NAME","38"
"314","რესპუბლიკური საავადმყოფო - [1054]","STOP_NAME","39"
"314","სამედიცინო უნივერსიტეტი - [1055]","STOP_NAME","40"
"314","მიხეილ ასათიანის ქუჩა - [997]","STOP_NAME","41"
"314","მ/ს "დელისი" - [2129]","STOP_NAME","42"
"314","მარშალ არჩილ გელოვანის პარკი - [1263]","STOP_NAME","43"
"314","ვაჟა-ფშაველას გამზირი #57 - [3099]","STOP_NAME","44"
"314","მ/ს "ვაჟა-ფშაველა" - [1261]","STOP_NAME","45"
"314","ვარლამ თოფურიას ქუჩა - [1259]","STOP_NAME","46"
"314","მიხეილ შავიშვილის ქუჩა - [1256]","STOP_NAME","47"
"314","ვაჟა-ფშაველას გამზირი #91 - [3100]","STOP_NAME","48"
"314","მ/ს "სახელმწიფო უნივერსიტეტი" - [1254]","STOP_NAME","49"
"314","სპეციალური პენიტენციური სამსახური - [1252]","STOP_NAME","50"
"314","ბაგების საბაგირო - [976]","STOP_NAME","51"
"314","უნივერსიტეტის მაღლივი კორპუსი - [977]","STOP_NAME","52"
"315","დიდი დიღომი IV მ/რ (ავტობაზა #2) - [1188]","STOP_NAME","1"
"315","#192-ე საჯარო სკოლა - [1190]","STOP_NAME","2"
"315","არჩილ მეფის ქუჩა #12 - [3316]","STOP_NAME","3"
"315","არჩილ მეფის ქუჩა #8 - [1191]","STOP_NAME","4"
"315","მარკო პოლოს ქუჩა - [3314]","STOP_NAME","5"
"315","დავით ბატონიშვილის ქუჩა - [1192]","STOP_NAME","6"
"315","იან ჰომერის ქუჩა - [3850]","STOP_NAME","7"
"315","მირიან მეფის ქუჩა #100 - [1193]","STOP_NAME","8"
"315","მირიან მეფის ქუჩა #90 - [1194]","STOP_NAME","9"
"315","თეიმურაზ I-ის ქუჩა - [4333]","STOP_NAME","10"
"315","ტარიელის ქუჩა - [2506]","STOP_NAME","11"
"315","გიორგი ბრწყინვალეს ქუჩა - [1196]","STOP_NAME","12"
"315","პეტრე იბერის ქუჩა #16 - [4200]","STOP_NAME","13"
"315","იოანე პეტრიწის ქუჩა #14 - [1197]","STOP_NAME","14"
"315","იოანე პეტრიწის ქუჩა #8 - [1198]","STOP_NAME","15"
"315","იოანე პეტრიწის ქუჩა #4 - [1199]","STOP_NAME","16"
"315","ფარნავაზ მეფის გამზირი - [2497]","STOP_NAME","17"
"315","გიორგი ბრწყინვალეს ქუჩა - [1200]","STOP_NAME","18"
"315","ანბანის სკვერი - [3697]","STOP_NAME","19"
"315","დავით აღმაშენებლის ხეივანი მე-12 კილომეტრი - [1201]","STOP_NAME","20"
"315","ჭაშნაგირის ქუჩა - [1203]","STOP_NAME","21"
"315","დაცვის პოლიცია - [2785]","STOP_NAME","22"
"315","ლევან ფიცხელიანის ქუჩა - [1202]","STOP_NAME","23"
"315","13 ასურელი მამის ქუჩა - [2064]","STOP_NAME","24"
"315","საქალაქო სასამართლო - [1205]","STOP_NAME","25"
"315","დავით აღმაშენებლის ხეივანი #44 - [3601]","STOP_NAME","26"
"315","ევგენი მიქელაძის ქუჩა - [4198]","STOP_NAME","27"
"315","სოფელ დიღმის გადასახვევი - [1174]","STOP_NAME","28"
"315","პოლიციის დეპარტამენტი - [2166]","STOP_NAME","29"
"315","გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრო - [1171]","STOP_NAME","30"
"315","იასამნის ქუჩა - [3742]","STOP_NAME","31"
"315","იური გაგარინის ქუჩა #24 - [3292]","STOP_NAME","32"
"315","ელისაბედ ჩერქეზიშვილის ქუჩა - [1166]","STOP_NAME","33"
"315","ოჩამჩირის ქუჩა - [3293]","STOP_NAME","34"
"315","ზურაბ ჟვანიას მოედანი - [4574]","STOP_NAME","35"
"315","ეროვნული არქივი - [4130]","STOP_NAME","36"
"315","მ/ს "სამედიცინო უნივერსიტეტი" - [1050]","STOP_NAME","37"
"315","ოთარ ჭილაძის ქუჩა - [1051]","STOP_NAME","38"
"315","რესპუბლიკური საავადმყოფო - [1054]","STOP_NAME","39"
"315","სამედიცინო უნივერსიტეტი - [1055]","STOP_NAME","40"
"315","მიხეილ ასათიანის ქუჩა - [997]","STOP_NAME","41"
"315","მ/ს "დელისი" - [2129]","STOP_NAME","42"
"315","მარშალ არჩილ გელოვანის პარკი - [1263]","STOP_NAME","43"
"315","ვაჟა-ფშაველას გამზირი #57 - [3099]","STOP_NAME","44"
"315","მ/ს "ვაჟა-ფშაველა" - [1261]","STOP_NAME","45"
"315","ვარლამ თოფურიას ქუჩა - [1259]","STOP_NAME","46"
"315","მიხეილ შავიშვილის ქუჩა - [1256]","STOP_NAME","47"
"315","ვაჟა-ფშაველას გამზირი #91 - [3100]","STOP_NAME","48"
"315","მ/ს "სახელმწიფო უნივერსიტეტი" - [1254]","STOP_NAME","49"
"315","სპეციალური პენიტენციური სამსახური - [1252]","STOP_NAME","50"
"315","ბაგების საბაგირო - [976]","STOP_NAME","51"
"315","უნივერსიტეტის მაღლივი კორპუსი - [977]","STOP_NAME","52"
"320","დიდი დიღომი IV მ/რ (ავტობაზა #2) - [1188]","STOP_NAME","1"
"320","#192-ე საჯარო სკოლა - [1190]","STOP_NAME","2"
"320","არჩილ მეფის ქუჩა #12 - [3316]","STOP_NAME","3"
"320","არჩილ მეფის ქუჩა #8 - [1191]","STOP_NAME","4"
"320","მარკო პოლოს ქუჩა - [3314]","STOP_NAME","5"
"320","დავით ბატონიშვილის ქუჩა - [1192]","STOP_NAME","6"
"320","იან ჰომერის ქუჩა - [3850]","STOP_NAME","7"
"320","მირიან მეფის ქუჩა #100 - [1193]","STOP_NAME","8"
"320","მირიან მეფის ქუჩა #90 - [1194]","STOP_NAME","9"
"320","თეიმურაზ I-ის ქუჩა - [4333]","STOP_NAME","10"
"320","ტარიელის ქუჩა - [2506]","STOP_NAME","11"
"320","გიორგი ბრწყინვალეს ქუჩა - [1196]","STOP_NAME","12"
"320","პეტრე იბერის ქუჩა #16 - [4200]","STOP_NAME","13"
"320","იოანე პეტრიწის ქუჩა #14 - [1197]","STOP_NAME","14"
"320","იოანე პეტრიწის ქუჩა #8 - [1198]","STOP_NAME","15"
"320","იოანე პეტრიწის ქუჩა #4 - [1199]","STOP_NAME","16"
"320","ფარნავაზ მეფის გამზირი - [2497]","STOP_NAME","17"
"320","გიორგი ბრწყინვალეს ქუჩა - [1200]","STOP_NAME","18"
"320","ანბანის სკვერი - [3697]","STOP_NAME","19"
"320","დავით აღმაშენებლის ხეივანი მე-12 კილომეტრი - [1201]","STOP_NAME","20"
"320","ჭაშნაგირის ქუჩა - [1203]","STOP_NAME","21"
"320","დაცვის პოლიცია - [2785]","STOP_NAME","22"
"320","ლევან ფიცხელიანის ქუჩა - [1202]","STOP_NAME","23"
"320","13 ასურელი მამის ქუჩა - [2064]","STOP_NAME","24"
"320","საქალაქო სასამართლო - [1205]","STOP_NAME","25"
"320","დავით აღმაშენებლის ხეივანი #44 - [3601]","STOP_NAME","26"
"320","ევგენი მიქელაძის ქუჩა - [4198]","STOP_NAME","27"
"320","სოფელ დიღმის გადასახვევი - [1174]","STOP_NAME","28"
"320","პოლიციის დეპარტამენტი - [2166]","STOP_NAME","29"
"320","გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრო - [1171]","STOP_NAME","30"
"320","იასამნის ქუჩა - [3742]","STOP_NAME","31"
"320","იური გაგარინის ქუჩა #24 - [3292]","STOP_NAME","32"
"320","ელისაბედ ჩერქეზიშვილის ქუჩა - [1166]","STOP_NAME","33"
"320","ოჩამჩირის ქუჩა - [3293]","STOP_NAME","34"
"320","ზურაბ ჟვანიას მოედანი - [4574]","STOP_NAME","35"
"320","ეროვნული არქივი - [4130]","STOP_NAME","36"
"320","მ/ს "სამედიცინო უნივერსიტეტი" - [1050]","STOP_NAME","37"
"320","ოთარ ჭილაძის ქუჩა - [1051]","STOP_NAME","38"
"320","რესპუბლიკური საავადმყოფო - [1054]","STOP_NAME","39"
"320","სამედიცინო უნივერსიტეტი - [1055]","STOP_NAME","40"
"320","მიხეილ ასათიანის ქუჩა - [997]","STOP_NAME","41"
"320","მ/ს "დელისი" - [2129]","STOP_NAME","42"
"320","მარშალ არჩილ გელოვანის პარკი - [1263]","STOP_NAME","43"
"320","ვაჟა-ფშაველას გამზირი #57 - [3099]","STOP_NAME","44"
"320","მ/ს "ვაჟა-ფშაველა" - [1261]","STOP_NAME","45"
"320","ვარლამ თოფურიას ქუჩა - [1259]","STOP_NAME","46"
"320","მიხეილ შავიშვილის ქუჩა - [1256]","STOP_NAME","47"
"320","ვაჟა-ფშაველას გამზირი #91 - [3100]","STOP_NAME","48"
"320","მ/ს "სახელმწიფო უნივერსიტეტი" - [1254]","STOP_NAME","49"
"320","სპეციალური პენიტენციური სამსახური - [1252]","STOP_NAME","50"
"320","ბაგების საბაგირო - [976]","STOP_NAME","51"
"320","უნივერსიტეტის მაღლივი კორპუსი - [977]","STOP_NAME","52"
"301","სადგურის მოედანი - [3072]","STOP_NAME","1"
"301","თევდორე მღვდლის ქუჩა - [4335]","STOP_NAME","2"
"301","მიხეილ წინამძღვრიშვილის ქუჩა - [2153]","STOP_NAME","3"
"301","დავით აღმაშენებლის გამზირი - [2786]","STOP_NAME","4"
"301","მერაბ ალექსიძის ქუჩა - [2779]","STOP_NAME","5"
"301","გმირთა მოედანი - [3558]","STOP_NAME","6"
"301","სახელმწიფო უნივერსიტეტი - [3953]","STOP_NAME","7"
"301","რაფიელ ერისთავის ქუჩა - [3957]","STOP_NAME","8"
"301","მზიური - [3961]","STOP_NAME","9"
"301","ლადო კავსაძის ქუჩა - [3965]","STOP_NAME","10"
"301","ნიკოლოზ ყიფშიძის ქუჩა - [3969]","STOP_NAME","11"
"301","ვაკის პარკი - [3979]","STOP_NAME","12"
"301","მიხეილ მესხის სახელობის სტადიონი - [1153]","STOP_NAME","13"
"301","სოლიკო ხაბეიშვილის ქუჩა - [1155]","STOP_NAME","14"
"301","კუს ტბის ასახვევი - [2132]","STOP_NAME","15"
"301","ექსპერტიზის ეროვნული ბიურო - [2799]","STOP_NAME","16"
"301","ჯანსულ კორძაიას ქუჩა - [1398]","STOP_NAME","17"
"301","ვახტანგ ტაბლიაშვილის ქუჩა - [3242]","STOP_NAME","18"
"301","ზურაბ საკანდელიძის ქუჩა - [1400]","STOP_NAME","19"
"301","ბაგების სტუდქალაქი - [2849]","STOP_NAME","20"
"300","სადგურის მოედანი - [3072]","STOP_NAME","1"
"300","თევდორე მღვდლის ქუჩა - [4335]","STOP_NAME","2"
"300","მიხეილ წინამძღვრიშვილის ქუჩა - [2153]","STOP_NAME","3"
"300","დავით აღმაშენებლის გამზირი - [2786]","STOP_NAME","4"
"300","მერაბ ალექსიძის ქუჩა - [2779]","STOP_NAME","5"
"300","გმირთა მოედანი - [3558]","STOP_NAME","6"
"300","სახელმწიფო უნივერსიტეტი - [3953]","STOP_NAME","7"
"300","რაფიელ ერისთავის ქუჩა - [3957]","STOP_NAME","8"
"300","მზიური - [3961]","STOP_NAME","9"
"300","ლადო კავსაძის ქუჩა - [3965]","STOP_NAME","10"
"300","ნიკოლოზ ყიფშიძის ქუჩა - [3969]","STOP_NAME","11"
"300","ვაკის პარკი - [3979]","STOP_NAME","12"
"300","მიხეილ მესხის სახელობის სტადიონი - [1153]","STOP_NAME","13"
"300","სოლიკო ხაბეიშვილის ქუჩა - [1155]","STOP_NAME","14"
"300","კუს ტბის ასახვევი - [2132]","STOP_NAME","15"
"300","ექსპერტიზის ეროვნული ბიურო - [2799]","STOP_NAME","16"
"300","ჯანსულ კორძაიას ქუჩა - [1398]","STOP_NAME","17"
"300","ვახტანგ ტაბლიაშვილის ქუჩა - [3242]","STOP_NAME","18"
"300","ზურაბ საკანდელიძის ქუჩა - [1400]","STOP_NAME","19"
"300","ბაგების სტუდქალაქი - [2849]","STOP_NAME","20"
"299","სადგურის მოედანი - [3072]","STOP_NAME","1"
"299","თევდორე მღვდლის ქუჩა - [4335]","STOP_NAME","2"
"299","მიხეილ წინამძღვრიშვილის ქუჩა - [2153]","STOP_NAME","3"
"299","დავით აღმაშენებლის გამზირი - [2786]","STOP_NAME","4"
"299","მერაბ ალექსიძის ქუჩა - [2779]","STOP_NAME","5"
"299","გმირთა მოედანი - [3558]","STOP_NAME","6"
"299","სახელმწიფო უნივერსიტეტი - [3953]","STOP_NAME","7"
"299","რაფიელ ერისთავის ქუჩა - [3957]","STOP_NAME","8"
"299","მზიური - [3961]","STOP_NAME","9"
"299","ლადო კავსაძის ქუჩა - [3965]","STOP_NAME","10"
"299","ნიკოლოზ ყიფშიძის ქუჩა - [3969]","STOP_NAME","11"
"299","ვაკის პარკი - [3979]","STOP_NAME","12"
"299","მიხეილ მესხის სახელობის სტადიონი - [1153]","STOP_NAME","13"
"299","სოლიკო ხაბეიშვილის ქუჩა - [1155]","STOP_NAME","14"
"299","კუს ტბის ასახვევი - [2132]","STOP_NAME","15"
"299","ექსპერტიზის ეროვნული ბიურო - [2799]","STOP_NAME","16"
"299","ჯანსულ კორძაიას ქუჩა - [1398]","STOP_NAME","17"
"299","ვახტანგ ტაბლიაშვილის ქუჩა - [3242]","STOP_NAME","18"
"299","ზურაბ საკანდელიძის ქუჩა - [1400]","STOP_NAME","19"
"299","ბაგების სტუდქალაქი - [2849]","STOP_NAME","20"